EXP,NAME,TYPE,SUBT,RARITY,COLOR,COLORS,MANA,CMC,Legendary,P,T,OBSERVACION,FOIL,,TOTAL,10404,,,SUBTIPO,1491,% SD,,RAREZA,10390,%,,COLOR,10404,%,,COLORS,1744,%,% SD,,MV,10394,%,,Crea/MV,4779,%,% SD,,,
KHM,Battle Mammoth,Creature,,Mythic,Green,,3GG,5,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Blizzard Brawl,Sorcery,Snow,Uncommon,Green,,G,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,"Fynn, the Fangbearer",Creature,,Uncommon,Green,,1G,2,Legendary,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Grizzled Outrider,Creature,,Common,Green,,4G,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,In Search of Greatness,Enchantment,,Rare,Green,,GG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Masked Vandal,Creature,,Common,Green,,1G,2,,1,3,PROMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Old-Growth Troll,Creature,,Rare,Green,,GGG,3,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Path to the World Tree,Enchantment,,Uncommon,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Ravenous Lindwurm,Creature,,Common,Green,,4GG,6,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Rune of Might,Enchantment,Rune,Uncommon,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Sarulf's Packmate,Creature,,Common,Green,,3G,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Snakeskin Veil,Instant,,Common,Green,,G,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Struggle for Skemfar,Sorcery,,Common,Green,,3G,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,"Vorinclex, Monstrous Raider",Creature,,Mythic,Green,,4GG,6,Legendary,6,6,PACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,"Aegar, the Freezing Flame",Creature,,Uncommon,Gold,Blue/Red,1UR,3,Legendary,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Arni Slays the Troll,Enchantment,Saga,Uncommon,Gold,Red/Green,RG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Battle of Frost and Fire,Enchantment,Saga,Rare,Gold,Blue/Red,3UR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Binding the Old Gods,Enchantment,Saga,Rare,Gold,Black/Green,2BG,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Fall of the Impostor,Enchantment,Saga,Uncommon,Gold,Green/White,1GW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,"Firja, Judge of Valor",Creature,,Uncommon,Gold,White/Black,2WBB,5,Legendary,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Firja's Retribution,Enchantment,Saga,Rare,Gold,White/Black,1WWB,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Immersturm Predator,Creature,,Rare,Gold,Black/Red,2BR,4,Legendary,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,"Kardur, Doomscourge",Creature,,Uncommon,Gold,Black/Red,2BR,4,Legendary,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Kardur's Vicious Return,Enchantment,Saga,Uncommon,Gold,Black/Red,2BR,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,King Narfi's Betrayal,Enchantment,Saga,Rare,Gold,Blue/Black,1UB,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,"Maja, Bretagard Protector",Creature,,Uncommon,Gold,Green/White,2GWW,5,Legendary,2,3,FUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Moritte of the Frost,Creature,Snow,Uncommon,Gold,Green/Blue,2GUU,5,Legendary,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,"Sarulf, Realm Eater",Creature,,Rare,Gold,Black/Green,1BG,3,Legendary,3,3,PACK,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Showdown of the Skalds,Enchantment,Saga,Rare,Gold,Red/White,2RW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,"Svella, Ice Shaper",Creature,Snow,Uncommon,Gold,Red/Green,1RG,3,Legendary,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,The Trickster-God's Heist,Enchantment,Saga,Uncommon,Gold,Blue/Black,2UB,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Waking the Trolls,Enchantment,Saga,Rare,Gold,Red/Green,4RG,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Cosmos Elixir,Artifact,,Rare,Artifact,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Maskwood Nexus,Artifact,,Rare,Artifact,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Bretagard Stronghold,Land,,Uncommon,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Gates of Istfell,Land,,Uncommon,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Gnottvold Slumbermound,Land,,Uncommon,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Great Hall of Starnheim,Land,,Uncommon,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Immersturm Skullcairn ,Land,,Uncommon,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Littjara Mirrorlake,Land,,Uncommon,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Port of Karfell,Land,,Uncommon,Colorless,,,,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Skemfar Elderhall ,Land,,Uncommon,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Surtland Frostpyre,Land,,Uncommon,Colorless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHMC,Cosmic Intervention,Instant,,Rare,White,,3W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHMC,Tales of the Ancestors,Sorcery,,Rare,Blue,,3U,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHMC,Canopy Tactician,Creature,,Rare,Green,,3G,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHMC,Ethereal Valkyrie,Creature,,Rare,Gold,White/Blue,4WU,6,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHMC,Rampage of the Valkyries,Enchantment,,Uncommon,Gold,White/Black,3WB,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Acrobatic Maneuver,Instant,,Common,White,,2W,3,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Aerial Responder,Creature,,Uncommon,White,,1WW,3,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Aetherstorm Roc,Creature,,Rare,White,,2WW,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Angel of Invention,Creature,,Mythic,White,,3WW,5,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Authority of the Consuls,Enchantment,,Rare,White,,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Captured by the Consulate,Enchantment,Aura,Rare,White,,3W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Cataclysmic Gearhulk,Creature,Artifact,Mythic,White,,3WW,5,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Fairgrounds Warden,Creature,,Uncommon,White,,2W,3,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Fragmentize,Sorcery,,Common,White,,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Fumigate,Sorcery,,Rare,White,,3WW,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Impeccable Timing,Instant,,Common,White,,1W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Master Trinketeer,Creature,,Rare,White,,2W,3,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Refurbish,Sorcery,,Uncommon,White,,3W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Revoke Privileges,Enchantment,Aura,Common,White,,2W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Skywhaler's Shot,Instant,,Uncommon,White,,2W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Aether Meltdown,Enchantment,Aura,Uncommon,Blue,,1U,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Aethersquall Ancient,Creature,,Rare,Blue,,5UU,7,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Confiscation Coup ,Sorcery,,Rare,Blue,,3UU,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Failed Inspection,Instant,,Common,Blue,,2UU,4,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Glimmer of Genius,Instant,,Uncommon,Blue,,3U,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Insidious Will,Instant,,Rare,Blue,,2UU,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Long-Finned Skywhale,Creature,,Uncommon,Blue,,2UU,4,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Malfunction,Enchantment,Aura,Common,Blue,,3U,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Metallurgic Summonings,Enchantment,,Mythic,Blue,,3UU,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Nimble Innovator,Creature,,Common,Blue,,3U,4,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Paradoxical Outcome,Instant,,Rare,Blue,,3U,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Revolutionary Rebuff,Instant,,Common,Blue,,1U,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Saheeli's Artistry,Sorcery,,Rare,Blue,,4UU,6,,,,PROMO,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Tezzeret's Ambition,Sorcery,,Common,Blue,,3UU,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Torrential Gearhulk,Creature,Artifact,Mythic,Blue,,4UU,6,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Demon of Dark Schemes,Creature,,Mythic,Black,,3BBB,6,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Eliminate the Competition,Sorcery,,Rare,Black,,4B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Essence Extraction,Instant,,Uncommon,Black,,1BB,3,,,,PROMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Fortuitous Find,Sorcery,,Common,Black,,2B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,"Gonti, Lord of Luxury",Creature,,Rare,Black,,2BB,4,Legendary,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Harsh Scrutiny,Sorcery,,Uncommon,Black,,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Midnight Oil,Enchantment,,Rare,Black,,2BB,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Morbid Curiosity,Sorcery,,Uncommon,Black,,1BB,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Noxious Gearhulk,Creature,Artifact,Mythic,Black,,4BB,6,,5,4,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Rush of Vitality,Instant,,Common,Black,,1B,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Subtle Strike,Instant,,Common,Black,,1B,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Tidy Conclusion,Instant,,Common,Black,,3BB,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Brazen Scourge,Creature,,Uncommon,Red,,1RR,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Cathartic Reunion ,Sorcery,,Common,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Chandra's Pyrohelix,Instant,,Common,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Flame Lash,Instant,,Common,Red,,3R,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Furious Reprisal ,Sorcery,,Uncommon,Red,,3R,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Harnessed Lightning,Instant,,Uncommon,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Hijack,Sorcery,,Uncommon,Red,,1RR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Liberating Combustion,Sorcery,,Rare,Red,,4R,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Pia Nalaar,Creature,,Rare,Red,,2R,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Renegade Tactics ,Sorcery,,Common,Red,,R,1,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Ruinous Gremlin ,Creature,,Common,Red,,R,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Skyship Stalker,Creature,,Rare,Red,,2RR,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Spark of Creativity,Sorcery,,Uncommon,Red,,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Welding Sparks,Instant,,Common,Red,,2R,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Appetite for the Unnatural,Instant,,Common,Green,,2G,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Arborback Stomper,Creature,,Uncommon,Green,,3GG,5,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Blossoming Defense,Instant,,Uncommon,Green,,G,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Bristling Hydra,Creature,,Rare,Green,,2GG,4,,4,3,PRE,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Commencement of Festivities,Instant,,Common,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Cultivator of Blades,Creature,,Rare,Green,,3GG,5,,1,1,PROMO,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Dubious Challenge,Sorcery,,Rare,Green,,3G,4,,,,PRE,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Durable Handicraft,Enchantment,,Uncommon,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Kujar Seedsculptor,Creature,,Common,Green,,1G,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Nature's Way ,Sorcery,,Uncommon,Green,,1G,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,"Oviya Pashiri, Sage Lifecrafter",Creature,,Rare,Green,,G,1,Legendary,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Peema Outrider,Creature,,Common,Green,,2GG,4,,3,3,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Take Down,Sorcery,,Common,Green,,G,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Terrain Elemental,Creature,,Common,Green,,1G,2,,3,2,ELIMINAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Verdurous Gearhulk,Creature,Artifact,Mythic,Green,,3GG,5,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Wildest Dreams,Sorcery,,Rare,Green,,XXG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Cloudblazer,Creature,,Uncommon,Gold,White/Blue,3WU,5,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Empyreal Voyager ,Creature,,Uncommon,Gold,Green/Blue,1GU,3,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Hazardous Conditions ,Sorcery,,Uncommon,Gold,Black/Green,2BG,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,"Kambal, Consul of Allocation",Creature,,Rare,Gold,White/Black,1WB,3,Legendary,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,"Rashmi, Eternities Crafter",Creature,,Rare,Gold,Green/Blue,2GU,4,Legendary,2,3,PRE,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Restoration Gearsmith,Creature,,Uncommon,Gold,White/Black,2WB,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Unlicensed Disintegration,Instant,,Uncommon,Gold,Black/Red,1BR,3,,,,PROMO,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Voltaic Brawler,Creature,,Mythic,Gold,Red/Green,RG,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Aetherworks Marvel,Artifact,,Mythic,Artifact,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Filigree Familiar,Creature,,Uncommon,Artifact,,3,3,,2,2,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Fleetwheel Cruiser,Artifact,Vehicle,Rare,Artifact,,4,4,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Key to the City,Artifact,,Rare,Artifact,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Ovalchase Dragster,Artifact,Vehicle,Uncommon,Artifact,,4,4,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Renegade Freighter,Artifact,Vehicle,Common,Artifact,,3,3,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Scrapheap Scrounger,Creature,,Rare,Artifact,,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,"Skysovereign, Consul Flagship",Artifact,Vehicle,Mythic,Artifact,,5,5,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Smuggler's Copter,Artifact,Vehicle,Rare,Artifact,,2,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Snare Thopter,Creature,,Uncommon,Artifact,,4,4,,3,2,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLD,Whirlermaker,Artifact,,Uncommon,Artifact,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Dazzling Ramparts,Creature,,Uncommon,White,,4W,5,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,End Hostilities,Sorcery,,Rare,White,,3WW,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Feat of Resistance ,Instant,,Common,White,,1W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Herald of Anafenza ,Creature,,Rare,White,,W,1,,1,2,PRE,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,High Sentinels of Arashin,Creature,,Rare,White,,3W,4,,3,4,PRE,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Kill Shot,Instant,,Common,White,,2W,3,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Seeker of the Way,Creature,,Uncommon,White,,1W,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Suspension Field,Enchantment,,Uncommon,White,,1W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Wingmate Roc,Creature,,Mythic,White,,3WW,5,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Clever Impersonator,Creature,,Mythic,Blue,,2UU,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Disdainful Stroke,Instant,,Common,Blue,,1U,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Force Away,Instant,,Common,Blue,,1U,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Icy Blast ,Instant,,Rare,Blue,,XU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Kheru Spellsnatcher,Creature,,Rare,Blue,,3U,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Mistfire Weaver,Creature,,Uncommon,Blue,,3U,4,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Quiet Contemplation,Enchantment,,Uncommon,Blue,,2U,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Singing Bell Strike,Enchantment,Aura,Common,Blue,,1U,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Stubborn Denial,Instant,,Uncommon,Blue,,U,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Thousand Winds,Creature,,Rare,Blue,,4UU,6,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Weave Fate,Instant,,Common,Blue,,3U,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Bitter Revelation,Sorcery,,Common,Black,,3B,4,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Bloodsoaked Champion,Creature,,Rare,Black,,B,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Dead Drop,Sorcery,,Uncommon,Black,,9B,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Debilitating Injury ,Enchantment,Aura,Common,Black,,1B,2,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Dutiful Return,Sorcery,,Common,Black,,3B,4,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Grim Haruspex,Creature,,Rare,Black,,2B,3,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Murderous Cut,Instant,,Uncommon,Black,,4B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Necropolis Fiend,Creature,,Rare,Black,,7BB,9,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Rakshasa's Secret,Sorcery,,Common,Black,,2B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Rite of the Serpent ,Sorcery,,Common,Black,,4BB,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Ruthless Ripper,Creature,,Uncommon,Black,,B,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Swarm of Bloodflies,Creature,,Uncommon,Black,,4B,5,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Throttle,Instant,,Common,Black,,4B,5,,,,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Arrow Storm,Sorcery,,Common,Red,,3RR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Ashcloud Phoenix,Creature,,Mythic,Red,,2RR,4,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Bring Low,Instant,,Common,Red,,3R,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Burn Away,Instant,,Uncommon,Red,,4R,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Crater's Claws ,Sorcery,,Rare,Red,,XR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Goblinslide ,Enchantment,,Uncommon,Red,,2R,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Howl of the Horde,Sorcery,,Rare,Red,,2R,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Jeering Instigator,Creature,,Rare,Red,,1R,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Swift Kick,Instant,,Common,Red,,3R,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Tormenting Voice,Sorcery,,Common,Red,,1R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Archers' Parapet,Creature,,Common,Green,,1G,2,,0,5,,FOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTK,Become Immense,Instant,,Uncommon,Green,,5G,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
